X_Position,Y_Position,X_Velocity,Y_Velocity
-112.99479037829123,457.7689550877553,-3.690048570706449,3.3739504361841615
-183.66460272277718,454.859853806313,-0.5691861266423159,-3.6736437056814286
41.49653599882773,-458.22695228630624,-4.025647024388432,-1.904211781300202
66.70140118532267,-254.6037478096166,2.9273513163683775,4.053469411572798
333.89113072582376,-342.4557452522642,4.174902968547829,-2.751396954859572
-387.53285385504597,-229.16861516767256,-2.951134241133894,2.260452138304153
166.15235935411056,-495.22551291751404,-4.380103330793716,-2.4113678300022583
-54.75551720619518,-385.95953280388994,-0.5373305237351439,-4.971043744352137
-45.75992514693158,-16.057402177956856,3.8600875922731355,-3.178006258643773
-43.6597632342458,-17.33484496320975,4.138855228835395,-2.8053301757087197
-169.40644743753828,298.22097944769433,-1.923513412606183,0.8474764193153721
-662.0331354801882,379.05441547020274,-4.924908069128065,-0.8632963052378183
-389.6164926516912,-227.01515861431105,-3.9824328260514923,1.4313878030472198
-185.04143436084155,452.2576484442605,-0.8408482688444695,-3.8488196210905468
-183.68032403475408,-500.06619746743104,4.32030214587763,-2.516940477708035
-391.9918895420692,-230.3452970422167,-1.8353420484440535,2.6724616432202657
-18.01591514060443,-287.9093644914992,-1.7358793278100082,-4.689000208923207
-183.00911881654866,453.05949404720246,-0.20886809328252576,-4.4214025934129175
383.1339594178236,-364.5481492328013,-0.5558726921310617,-4.9690044828056825
-548.7797412367087,137.56845140767663,-4.941466315822555,-0.7628306821248527
-552.2162819426352,138.5255410646931,-4.795376220453815,0.34831331892702566
536.7707827028717,-370.37887612224324,-2.6730027509456447,-4.2255243808830425
-507.7689595234518,18.13163697758447,4.902818505201503,-0.9810049464980836
-372.3189974718223,-248.7885256723617,-4.290315748123961,-2.567720931370763
164.66715465326345,-497.94155853745394,-3.8583905280955184,-3.1800664352655885
163.67738727109025,-495.86573120896884,-4.212298087775608,-2.6937974719198845
-182.41416100271042,-501.8182340727066,4.858735421514815,-1.180122918901777
-53.280217306667836,-389.1031793853889,0.7514947925642803,-4.943202967383473
